SOURCE_ID,ra,dec,distance_gspphot,phot_g_mean_mag,teff_gspphot
5164707970261890560,53.22829341517546,-9.458168216292322,3.2179,3.465752,5002.0435
1872046609345556480,316.7484792940004,38.76386244649797,3.4904,4.766713,4353.7437
6412595290592307840,330.8724078795965,-56.79725466122902,3.6481,4.322904,4560.303
4468557611984384512,271.364453818457,2.495224095912567,5.1193,3.987364,5204.636
2261614264931057664,293.09759805108064,69.65345106254792,5.7628,4.449041,5153.247
425040000962559616,12.285227381524425,57.81272812559009,5.9149,3.3200667,5726.01
4109030160308317312,258.83511696459266,-26.60789783205067,5.9498,4.828591,4997.0127
4109030160308320128,258.83412017812816,-26.606806615399403,5.9538,4.831335,4991.236
4847957293278177024,50.00034361894219,-43.06655252783423,6.0327,4.063915,5427.3184
6427464123776727168,302.19503988923026,-66.18709128441725,6.099,3.3641381,5437.5474
1237090738916392704,222.8480514738455,19.100269640072455,6.7505,4.4804826,5386.0786
96331172942614528,25.62258568627586,20.26551918225611,7.6485,4.99968,5092.744
3288921720025503360,72.46212402119102,6.9613310085374644,8.016,3.0879216,6154.11
1534011998572555776,188.43142838333532,41.358776694084185,8.3934,4.094672,5761.42
3399063235755057792,88.59482419468164,20.275852148021837,8.4903,4.241686,5808.179
4900108950849461248,5.0356095474274705,-64.86961713712722,8.5803,4.07351,5857.8096
2964000159821218432,86.11439122579156,-22.45002336420253,8.9121,3.476823,6149.223
1460229442589223424,197.9642816133702,27.882105372524595,9.2019,4.093279,5899.0034
6401464693867773568,321.61171581249374,-65.3626399731515,9.2451,4.0891333,6092.6636
5381537023379295232,176.62052057636615,-40.498565145629904,9.3339,4.701676,5538.9297
5264749303462961280,92.56235755341913,-74.75398809344104,10.1964,4.9001403,5495.937
436648129327098496,47.27540485964256,49.612873858437766,10.5637,3.9026392,5873.7397
3796442680948579328,177.67712091756832,1.763518531662046,11.0006,3.468565,6000.8833
438829629114680704,41.05222216366374,49.22805187168278,11.1384,3.9830012,6281.219
1193030490492925824,239.11469743534354,15.655912590196278,11.167,3.694426,6182.6055
4763906879239461632,76.3774682786158,-57.47218051585344,11.6872,4.550013,6038.381
1891598193816300544,331.7542260532072,25.34522096646813,11.9372,3.6638713,6316.102
5808612830236138368,247.1198786603902,-70.08390985846162,12.0405,4.7439675,5957.2573
3683687763520080384,190.41242708810614,-1.4490230625523142,12.1133,3.4332993,6740.179
188771135583573504,79.78833900872726,40.09609817127969,12.5407,4.5258846,5761.5337
853819947756949120,157.65517382143014,55.980393770343866,12.9421,4.673892,6066.204
348020482735930112,24.198321215249642,41.4037617615712,13.5205,3.966133,6096.4243
2756363608023588864,354.9893506001899,5.6243516012277475,13.8409,3.9992578,6149.203
777254360337133312,164.8647031186751,40.43050097561348,13.8966,4.866588,5763.587
3263836568394170880,54.21723179468776,0.3995245948754849,13.9206,4.1410933,5905.6396
5059348952161258624,48.020701120552644,-28.98487006133274,14.0039,3.8014393,6080.855
5129338021224785408,41.277321981998256,-18.572408740298428,14.263,4.3308682,6255.476
1604859511344724864,216.2974561533579,51.84896726025888,14.502,3.9172292,6135.789
3400292798990117888,81.10726354597193,17.38350331190306,14.5681,4.8501883,6065.778
348515297330773120,25.451342746949244,42.612699774488185,14.6884,4.800438,5777.9346
1014058103758571520,134.7989643318015,48.040871471105525,14.7754,3.120973,7498.3286
2995725777563537792,89.10103276512667,-14.16708077541103,14.8215,3.635856,6887.405
4315804351350378496,291.24577656808344,11.947271123353104,14.9156,4.9713717,5465.647
5663558453071724288,145.55812521272944,-23.914401382944526,14.9462,4.772147,6030.947
3489338019475637760,182.10387983595368,-24.72905347552688,14.9495,3.946629,6900.1777
4934923028038871296,18.80055894824174,-45.53087326120101,15.2569,4.8279195,5980.5386
1635375460142367104,254.0095535449022,65.13502280368243,15.5205,4.7508183,6169.928
5945941905576552064,266.0361549633902,-51.8349016618794,15.6071,4.942752,5590.9136
1244571953471006720,206.8133909945028,17.457173637726076,15.6162,4.356021,6319.2407
4590758227641991424,271.75611083115626,30.56234690690805,15.8325,4.947728,5925.4526
1384195086792268800,238.17156439238116,42.45431545672387,15.9774,4.424265,5748.618
3407611182744289152,76.86503115411448,18.645131947885993,16.1066,4.7324567,5655.869
5205029672996886016,156.0985242578028,-74.0317374526645,16.2576,3.9097652,6786.9897
4117290138348536064,265.85700792887656,-21.683392427381285,17.2313,4.7305098,6274.9985
5989102478619519616,235.2963466961976,-44.6623899936602,17.4436,4.5205355,6596.695
3837697972130323456,142.28773185495155,-2.7690784103141683,17.776,4.4650126,6353.532
892160231749198848,112.27878982917893,31.785435445699783,17.8343,4.094832,7002.8057
5087043657197267200,56.71125691970994,-23.252076788991744,17.9003,4.1130624,6483.9487
6062166950467100032,198.5609508085928,-59.10391799181995,18.195,4.7883224,6210.112
683184784030475520,125.01599916401489,27.21602917222347,18.2117,4.988862,6195.425
5593584059914156800,118.06419139640802,-34.70437853685907,18.3141,4.940166,6421.102
3526420114274019456,188.0156449228337,-16.196264029437497,18.3298,4.2095566,6746.5283
6612242034982766848,332.53884519084073,-32.54834854643202,18.3452,4.804227,6281.1714
2135110401277424384,294.1105137988449,50.22227321404957,18.4115,4.371612,6578.421
821455861647126656,147.14879992678325,46.02059693079518,18.7227,4.916553,5785.533
427322415301550208,13.266856595321226,61.124725084691256,18.8669,4.6359124,5986.044
2416611663182821120,2.8156932027646513,-15.469175920957877,18.8917,4.7636194,6115.5513
4303294039306246656,297.75794101185363,10.41511259772722,19.4711,4.9761753,6019.515
5210240327318434304,124.63363893110254,-76.9192479593938,19.5077,3.949889,6532.6333
1264630412816366720,226.82617958714343,24.86846415306875,19.5272,4.802299,6456.2046
3331979901042416512,94.11128944061781,12.272992041846027,19.5807,4.9164104,6455.563
6053245135154609280,181.72076420594314,-64.61389471172151,19.6966,4.0608897,6863.083
4530744134231683840,281.4154805359527,20.544817390173186,19.8054,4.0786414,6313.346
4792774797545800832,86.82123452009108,-51.066136257823345,19.8294,3.8232422,7938.053
1651268660203160448,265.4848727514217,72.14766082787942,20.1826,4.4444957,6403.079
4815660547961306112,70.13963424554842,-41.86408761019901,20.4143,4.3509507,6978.425
4781833626056162688,64.00732824955732,-51.485829399691184,20.4509,4.1875706,7150.176
1068982214258617216,137.59826115667667,67.13362657576307,20.5509,4.679625,6235.699
553480551264062848,80.6378397862045,79.23187117015195,20.8123,4.9560766,6270.167
2035035223783462400,296.60678841603806,33.72560570838146,20.9738,4.873973,6271.1895
5946685759563224960,265.0999815874886,-49.416365160249036,21.1053,4.6307707,6494.879
624684408880100992,154.932943049452,19.469961355767943,21.3211,4.6571474,6358.3823
1623289903206300928,240.46954398425984,58.56673458360329,21.3807,3.869275,6051.014
5509770796785820416,108.13922367542023,-46.758827129126175,21.4153,4.38301,6843.7666
4426032591025363200,237.7045892801561,4.478006603862712,21.586,3.699778,8196.269
4674061076849768832,52.34822619825845,-62.93586859425676,21.8073,4.61846,6579.7573
5965222838410499328,258.03844060290766,-43.240469434978955,21.8956,3.2345328,6423.101
4692263148249862016,18.947137113761812,-68.87542916816633,22.0095,4.8297544,6435.571
1801210568415251072,326.0370430016283,28.74156459933625,22.0802,4.6213474,6339.9644
5357075947709011456,157.8377665452764,-53.71455177900993,22.1021,4.757292,6096.4644
4177224620176470912,270.1215640302489,-3.6904755879023337,22.9158,4.5056276,6662.025
